Shop Name,Product ID,Item Name,Price,Shipping Cost,Delivery Time,Return Policy,Stock Status,Avg. Rating,Promotions,Loyalty Program,Customer Support,Countries Served
Shop_19,Shop_19_P0038,Item_38,6889,343,6 days,7 days,Out of Stock,3.8,Free shipping,No,3.9/5,India
Shop_19,Shop_19_P0039,Item_39,31416,558,1 days,7 days,In Stock,4.0,10% off,No,4.0/5,India
Shop_19,Shop_19_P0040,Item_40,33248,527,5 days,7 days,Out of Stock,3.4,Free shipping,No,4.2/5,India
Shop_19,Shop_19_P0041,Item_41,21118,132,2 days,7 days,Out of Stock,4.2,10% off,Yes,3.7/5,India
Shop_19,Shop_19_P0042,Item_42,45237,94,4 days,30 days,Out of Stock,4.6,Free shipping,Yes,3.7/5,India
Shop_19,Shop_19_P0043,Item_43,7454,195,2 days,30 days,In Stock,3.3,10% off,No,4.7/5,India
Shop_19,Shop_19_P0044,Item_44,10551,401,4 days,7 days,Out of Stock,3.8,None,Yes,4.3/5,India
Shop_19,Shop_19_P0045,Item_45,40808,119,1 days,30 days,Out of Stock,3.6,None,No,4.9/5,India
Shop_19,Shop_19_P0046,Item_46,33403,556,4 days,7 days,In Stock,4.7,10% off,Yes,4.1/5,India
Shop_19,Shop_19_P0047,Item_47,24592,584,5 days,7 days,Out of Stock,3.8,None,Yes,4.6/5,India
Shop_19,Shop_19_P0048,Item_48,45069,80,1 days,30 days,In Stock,4.8,10% off,No,4.1/5,India
Shop_19,Shop_19_P0049,Item_49,11195,114,6 days,14 days,In Stock,4.8,10% off,No,4.0/5,India
Shop_19,Shop_19_P0050,Item_50,17247,599,1 days,14 days,Out of Stock,4.9,10% off,No,4.7/5,India
Shop_19,Shop_19_P0051,Item_51,2445,435,7 days,30 days,In Stock,4.5,None,No,3.5/5,India
Shop_19,Shop_19_P0052,Item_52,46344,380,1 days,7 days,In Stock,5.0,10% off,No,4.8/5,India
Shop_19,Shop_19_P0053,Item_53,17883,512,1 days,30 days,Out of Stock,3.2,None,Yes,4.6/5,India
Shop_19,Shop_19_P0054,Item_54,49983,613,4 days,14 days,In Stock,4.3,Free shipping,Yes,4.9/5,India
Shop_19,Shop_19_P0055,Item_55,16422,415,4 days,7 days,In Stock,3.3,10% off,Yes,4.0/5,India
Shop_19,Shop_19_P0056,Item_56,1282,217,7 days,7 days,Out of Stock,3.3,Free shipping,No,3.2/5,India
Shop_19,Shop_19_P0057,Item_57,14844,369,2 days,30 days,In Stock,3.5,None,No,4.4/5,India
Shop_19,Shop_19_P0058,Item_58,27575,695,5 days,7 days,Out of Stock,3.9,Free shipping,Yes,4.2/5,India
Shop_19,Shop_19_P0059,Item_59,35927,217,6 days,14 days,Out of Stock,3.2,10% off,Yes,4.7/5,India
Shop_19,Shop_19_P0060,Item_60,5249,122,4 days,14 days,In Stock,3.1,Free shipping,No,4.7/5,India
Shop_19,Shop_19_P0061,Item_61,19248,417,3 days,7 days,In Stock,3.1,None,Yes,4.1/5,India
Shop_19,Shop_19_P0062,Item_62,3724,535,5 days,7 days,Out of Stock,3.2,Free shipping,Yes,3.6/5,India
Shop_19,Shop_19_P0063,Item_63,3846,452,5 days,14 days,In Stock,3.2,None,Yes,3.2/5,India
Shop_19,Shop_19_P0064,Item_64,47595,243,7 days,30 days,In Stock,4.3,None,Yes,4.2/5,India
Shop_19,Shop_19_P0065,Item_65,3532,641,2 days,7 days,Out of Stock,3.4,None,Yes,3.2/5,India
Shop_19,Shop_19_P0066,Item_66,19003,455,1 days,7 days,In Stock,3.9,Free shipping,No,4.8/5,India
Shop_19,Shop_19_P0067,Item_67,35607,564,1 days,30 days,Out of Stock,4.4,None,Yes,4.7/5,India
Shop_19,Shop_19_P0068,Item_68,25975,182,5 days,30 days,In Stock,4.3,10% off,Yes,4.9/5,India
Shop_19,Shop_19_P0069,Item_69,20498,214,1 days,14 days,In Stock,3.8,10% off,No,3.8/5,India
Shop_19,Shop_19_P0070,Item_70,12215,549,5 days,30 days,Out of Stock,4.2,Free shipping,No,3.4/5,India
Shop_19,Shop_19_P0071,Item_71,45373,238,4 days,14 days,Out of Stock,4.8,None,No,3.1/5,India
Shop_19,Shop_19_P0072,Item_72,46482,588,3 days,14 days,In Stock,3.3,Free shipping,No,3.6/5,India
Shop_19,Shop_19_P0073,Item_73,35478,485,7 days,14 days,In Stock,4.4,Free shipping,Yes,3.2/5,India
Shop_19,Shop_19_P0074,Item_74,29562,372,5 days,14 days,In Stock,4.4,Free shipping,Yes,4.8/5,India
Shop_19,Shop_19_P0075,Item_75,8262,30,5 days,30 days,Out of Stock,3.2,10% off,No,4.3/5,India
Shop_19,Shop_19_P0076,Item_76,36129,626,7 days,14 days,In Stock,3.9,10% off,No,4.4/5,India
Shop_19,Shop_19_P0077,Item_77,27060,346,4 days,7 days,In Stock,3.7,None,No,4.0/5,India
Shop_19,Shop_19_P0078,Item_78,34659,502,1 days,7 days,In Stock,3.2,Free shipping,Yes,3.8/5,India
Shop_19,Shop_19_P0079,Item_79,16991,502,2 days,30 days,Out of Stock,4.7,10% off,Yes,4.2/5,India
Shop_19,Shop_19_P0080,Item_80,41832,603,4 days,30 days,Out of Stock,3.9,Free shipping,No,4.5/5,India
Shop_19,Shop_19_P0081,Item_81,12827,73,4 days,30 days,Out of Stock,3.6,Free shipping,Yes,3.0/5,India
Shop_19,Shop_19_P0082,Item_82,48295,67,6 days,30 days,In Stock,4.7,None,No,3.2/5,India
Shop_19,Shop_19_P0083,Item_83,21035,451,6 days,30 days,In Stock,4.2,Free shipping,No,3.5/5,India
Shop_19,Shop_19_P0084,Item_84,6567,149,4 days,30 days,In Stock,3.5,Free shipping,Yes,4.5/5,India
Shop_19,Shop_19_P0085,Item_85,12608,220,5 days,7 days,Out of Stock,4.9,10% off,No,3.7/5,India
Shop_19,Shop_19_P0086,Item_86,47549,208,6 days,14 days,In Stock,3.0,Free shipping,Yes,3.8/5,India
Shop_19,Shop_19_P0087,Item_87,48409,428,2 days,30 days,In Stock,3.6,None,No,3.1/5,India
Shop_19,Shop_19_P0088,Item_88,43819,348,1 days,14 days,Out of Stock,4.3,None,No,4.1/5,India
Shop_19,Shop_19_P0089,Item_89,11689,625,2 days,14 days,In Stock,3.0,None,No,5.0/5,India
Shop_19,Shop_19_P0090,Item_90,3747,623,2 days,14 days,Out of Stock,4.1,Free shipping,No,3.9/5,India
Shop_19,Shop_19_P0091,Item_91,38321,455,6 days,7 days,Out of Stock,3.1,None,Yes,4.5/5,India
Shop_19,Shop_19_P0092,Item_92,3870,150,5 days,14 days,Out of Stock,4.0,None,Yes,3.3/5,India
Shop_19,Shop_19_P0093,Item_93,35087,510,1 days,30 days,In Stock,4.2,10% off,No,4.0/5,India
Shop_19,Shop_19_P0094,Item_94,34434,623,3 days,30 days,In Stock,4.6,10% off,Yes,4.4/5,India
Shop_19,Shop_19_P0095,Item_95,42793,263,6 days,30 days,Out of Stock,4.6,Free shipping,No,3.2/5,India
Shop_19,Shop_19_P0096,Item_96,40538,88,6 days,7 days,In Stock,4.0,10% off,Yes,3.9/5,India
Shop_19,Shop_19_P0097,Item_97,41663,672,5 days,7 days,Out of Stock,4.4,Free shipping,Yes,4.7/5,India
Shop_19,Shop_19_P0098,Item_98,46588,122,6 days,7 days,In Stock,3.6,10% off,No,4.9/5,India
Shop_19,Shop_19_P0099,Item_99,39002,23,1 days,7 days,Out of Stock,3.1,Free shipping,No,4.4/5,India
Shop_19,Shop_19_P0100,Item_100,38690,450,6 days,14 days,In Stock,4.4,None,No,3.5/5,India
Shop_20,Shop_20_P0001,Item_1,46525,334,1 days,14 days,In Stock,3.8,10% off,No,4.1/5,India
Shop_20,Shop_20_P0002,Item_2,8803,408,1 days,30 days,In Stock,3.9,Free shipping,No,4.4/5,India
Shop_20,Shop_20_P0003,Item_3,39250,258,1 days,30 days,In Stock,4.7,None,Yes,3.8/5,India
Shop_20,Shop_20_P0004,Item_4,35659,691,4 days,7 days,Out of Stock,3.4,Free shipping,Yes,4.7/5,India
Shop_20,Shop_20_P0005,Item_5,39066,401,2 days,30 days,In Stock,3.1,None,No,4.3/5,India
Shop_20,Shop_20_P0006,Item_6,27892,265,4 days,14 days,Out of Stock,4.8,None,No,4.4/5,India
Shop_20,Shop_20_P0007,Item_7,47231,524,4 days,14 days,Out of Stock,3.0,None,Yes,3.1/5,India
Shop_20,Shop_20_P0008,Item_8,46422,629,7 days,30 days,Out of Stock,3.0,Free shipping,Yes,4.3/5,India
Shop_20,Shop_20_P0009,Item_9,22329,572,3 days,30 days,Out of Stock,3.4,None,No,4.7/5,India
Shop_20,Shop_20_P0010,Item_10,1964,43,2 days,7 days,In Stock,4.4,None,No,3.6/5,India
Shop_20,Shop_20_P0011,Item_11,46878,377,6 days,7 days,In Stock,4.8,None,No,4.9/5,India
Shop_20,Shop_20_P0012,Item_12,31202,297,2 days,7 days,In Stock,3.1,Free shipping,Yes,4.9/5,India
Shop_20,Shop_20_P0013,Item_13,37981,556,4 days,14 days,In Stock,5.0,None,No,4.7/5,India
Shop_20,Shop_20_P0014,Item_14,36251,169,4 days,30 days,In Stock,4.3,Free shipping,No,4.0/5,India
Shop_20,Shop_20_P0015,Item_15,26353,659,1 days,7 days,Out of Stock,3.9,Free shipping,No,5.0/5,India
Shop_20,Shop_20_P0016,Item_16,40570,342,2 days,14 days,In Stock,3.4,Free shipping,Yes,3.2/5,India
Shop_20,Shop_20_P0017,Item_17,40214,397,7 days,14 days,Out of Stock,4.5,None,No,3.7/5,India
Shop_20,Shop_20_P0018,Item_18,42416,259,7 days,14 days,In Stock,4.8,None,Yes,4.7/5,India
Shop_20,Shop_20_P0019,Item_19,5490,417,1 days,30 days,Out of Stock,4.6,None,Yes,4.2/5,India
Shop_20,Shop_20_P0020,Item_20,12133,53,5 days,30 days,In Stock,3.8,Free shipping,Yes,3.4/5,India
Shop_20,Shop_20_P0021,Item_21,42638,282,3 days,7 days,Out of Stock,3.2,Free shipping,No,3.3/5,India
Shop_20,Shop_20_P0022,Item_22,22382,420,1 days,30 days,Out of Stock,3.7,None,No,4.5/5,India
Shop_20,Shop_20_P0023,Item_23,38485,49,1 days,7 days,Out of Stock,3.4,Free shipping,No,3.4/5,India
Shop_20,Shop_20_P0024,Item_24,41072,619,5 days,14 days,Out of Stock,4.4,Free shipping,Yes,4.9/5,India
Shop_20,Shop_20_P0025,Item_25,7353,231,7 days,30 days,Out of Stock,4.5,None,No,3.1/5,India
Shop_20,Shop_20_P0026,Item_26,49622,656,5 days,30 days,Out of Stock,4.2,Free shipping,Yes,4.5/5,India
Shop_20,Shop_20_P0027,Item_27,28484,640,6 days,7 days,In Stock,3.6,10% off,Yes,4.8/5,India
Shop_20,Shop_20_P0028,Item_28,45259,664,5 days,30 days,Out of Stock,3.4,Free shipping,Yes,4.4/5,India
Shop_20,Shop_20_P0029,Item_29,39406,376,5 days,30 days,Out of Stock,4.0,None,No,3.3/5,India
Shop_20,Shop_20_P0030,Item_30,19418,469,1 days,7 days,Out of Stock,3.3,None,No,4.4/5,India
Shop_20,Shop_20_P0031,Item_31,45442,178,3 days,7 days,Out of Stock,4.4,10% off,No,3.2/5,India
Shop_20,Shop_20_P0032,Item_32,42629,84,7 days,14 days,In Stock,4.0,Free shipping,No,3.8/5,India
Shop_20,Shop_20_P0033,Item_33,35131,630,4 days,30 days,In Stock,3.8,Free shipping,Yes,3.5/5,India
Shop_20,Shop_20_P0034,Item_34,19860,346,4 days,7 days,In Stock,4.2,None,Yes,3.1/5,India
Shop_20,Shop_20_P0035,Item_35,18978,289,7 days,14 days,In Stock,4.7,10% off,Yes,3.4/5,India
Shop_20,Shop_20_P0036,Item_36,29085,668,6 days,30 days,Out of Stock,3.8,10% off,No,5.0/5,India
Shop_20,Shop_20_P0037,Item_37,15167,183,6 days,30 days,In Stock,3.9,Free shipping,No,3.6/5,India
Shop_20,Shop_20_P0038,Item_38,16513,88,7 days,7 days,Out of Stock,4.1,None,Yes,3.5/5,India
Shop_20,Shop_20_P0039,Item_39,44240,587,6 days,7 days,In Stock,3.4,10% off,No,3.1/5,India
Shop_20,Shop_20_P0040,Item_40,34810,288,5 days,7 days,In Stock,3.9,Free shipping,No,3.9/5,India
Shop_20,Shop_20_P0041,Item_41,3539,660,5 days,7 days,In Stock,4.6,10% off,No,3.9/5,India
Shop_20,Shop_20_P0042,Item_42,40415,499,7 days,14 days,Out of Stock,3.4,Free shipping,Yes,3.4/5,India
Shop_20,Shop_20_P0043,Item_43,17680,330,1 days,30 days,In Stock,4.6,None,Yes,4.5/5,India
Shop_20,Shop_20_P0044,Item_44,19123,557,4 days,7 days,In Stock,4.2,None,Yes,3.1/5,India
Shop_20,Shop_20_P0045,Item_45,46008,205,4 days,7 days,In Stock,5.0,None,Yes,4.3/5,India
Shop_20,Shop_20_P0046,Item_46,15561,115,5 days,7 days,In Stock,4.8,None,No,3.3/5,India
Shop_20,Shop_20_P0047,Item_47,37107,448,5 days,7 days,Out of Stock,3.5,Free shipping,No,4.4/5,India
Shop_20,Shop_20_P0048,Item_48,7306,272,6 days,7 days,In Stock,4.3,None,No,4.0/5,India
Shop_20,Shop_20_P0049,Item_49,9816,202,5 days,30 days,In Stock,4.5,Free shipping,Yes,4.2/5,India
Shop_20,Shop_20_P0050,Item_50,10257,237,2 days,30 days,Out of Stock,3.2,Free shipping,Yes,4.9/5,India
Shop_20,Shop_20_P0051,Item_51,10763,323,7 days,14 days,In Stock,3.7,10% off,Yes,4.4/5,India
Shop_20,Shop_20_P0052,Item_52,49742,192,5 days,14 days,Out of Stock,4.6,None,Yes,4.9/5,India
Shop_20,Shop_20_P0053,Item_53,17191,107,4 days,30 days,In Stock,4.1,Free shipping,Yes,3.1/5,India
Shop_20,Shop_20_P0054,Item_54,22960,439,2 days,7 days,Out of Stock,4.8,None,No,4.5/5,India
Shop_20,Shop_20_P0055,Item_55,10810,630,3 days,7 days,Out of Stock,3.5,10% off,No,3.7/5,India
Shop_20,Shop_20_P0056,Item_56,46114,495,6 days,7 days,Out of Stock,4.0,None,No,3.2/5,India
Shop_20,Shop_20_P0057,Item_57,45493,200,6 days,14 days,In Stock,4.4,10% off,Yes,4.5/5,India
Shop_20,Shop_20_P0058,Item_58,2837,263,1 days,14 days,In Stock,5.0,Free shipping,No,3.8/5,India
Shop_20,Shop_20_P0059,Item_59,12805,330,4 days,30 days,In Stock,4.2,10% off,Yes,3.1/5,India
Shop_20,Shop_20_P0060,Item_60,38043,28,1 days,7 days,In Stock,3.2,None,No,3.9/5,India
Shop_20,Shop_20_P0061,Item_61,35514,618,2 days,7 days,Out of Stock,4.1,Free shipping,No,3.6/5,India
Shop_20,Shop_20_P0062,Item_62,38853,697,3 days,14 days,Out of Stock,4.7,None,Yes,4.3/5,India
Shop_20,Shop_20_P0063,Item_63,39097,583,2 days,14 days,In Stock,3.9,None,Yes,4.0/5,India
Shop_20,Shop_20_P0064,Item_64,25719,68,4 days,14 days,Out of Stock,3.3,10% off,Yes,4.2/5,India
Shop_20,Shop_20_P0065,Item_65,2538,306,5 days,14 days,Out of Stock,4.6,None,No,3.7/5,India
Shop_20,Shop_20_P0066,Item_66,18264,592,6 days,30 days,Out of Stock,3.2,Free shipping,Yes,4.1/5,India
Shop_20,Shop_20_P0067,Item_67,38138,632,4 days,14 days,Out of Stock,4.5,Free shipping,No,3.1/5,India
Shop_20,Shop_20_P0068,Item_68,35484,439,5 days,7 days,In Stock,4.5,None,No,3.6/5,India
Shop_20,Shop_20_P0069,Item_69,38302,512,4 days,7 days,Out of Stock,4.5,10% off,No,3.7/5,India
Shop_20,Shop_20_P0070,Item_70,4222,393,4 days,7 days,Out of Stock,4.6,10% off,Yes,3.9/5,India
Shop_20,Shop_20_P0071,Item_71,11959,107,4 days,7 days,In Stock,4.2,10% off,Yes,3.2/5,India
Shop_20,Shop_20_P0072,Item_72,10369,51,5 days,30 days,Out of Stock,4.3,10% off,No,4.3/5,India
Shop_20,Shop_20_P0073,Item_73,5602,450,2 days,30 days,Out of Stock,4.8,None,No,4.3/5,India
Shop_20,Shop_20_P0074,Item_74,23615,173,3 days,7 days,Out of Stock,4.0,10% off,Yes,4.2/5,India
Shop_20,Shop_20_P0075,Item_75,40462,610,2 days,30 days,Out of Stock,4.8,None,No,3.0/5,India
Shop_20,Shop_20_P0076,Item_76,33663,357,5 days,7 days,Out of Stock,4.9,None,No,4.9/5,India
Shop_20,Shop_20_P0077,Item_77,14703,354,7 days,14 days,In Stock,3.6,10% off,Yes,3.8/5,India
Shop_20,Shop_20_P0078,Item_78,11311,381,5 days,30 days,Out of Stock,4.4,10% off,No,3.4/5,India
Shop_20,Shop_20_P0079,Item_79,49310,178,7 days,30 days,Out of Stock,4.0,Free shipping,No,4.4/5,India
Shop_20,Shop_20_P0080,Item_80,3869,153,2 days,7 days,In Stock,4.4,Free shipping,No,4.3/5,India
Shop_20,Shop_20_P0081,Item_81,16577,349,1 days,14 days,Out of Stock,4.0,None,No,4.1/5,India
Shop_20,Shop_20_P0082,Item_82,24021,391,4 days,30 days,In Stock,4.0,Free shipping,No,3.5/5,India
Shop_20,Shop_20_P0083,Item_83,28112,249,5 days,14 days,Out of Stock,3.2,10% off,No,4.1/5,India
Shop_20,Shop_20_P0084,Item_84,13674,476,5 days,30 days,In Stock,3.2,10% off,Yes,4.7/5,India
Shop_20,Shop_20_P0085,Item_85,11544,126,4 days,7 days,In Stock,5.0,10% off,Yes,4.6/5,India
Shop_20,Shop_20_P0086,Item_86,7980,79,1 days,14 days,In Stock,3.4,Free shipping,No,3.7/5,India
Shop_20,Shop_20_P0087,Item_87,38849,123,7 days,30 days,In Stock,3.5,10% off,Yes,3.7/5,India
Shop_20,Shop_20_P0088,Item_88,16287,496,6 days,14 days,In Stock,3.4,None,No,4.8/5,India
Shop_20,Shop_20_P0089,Item_89,15137,147,2 days,7 days,In Stock,3.9,Free shipping,Yes,4.9/5,India
Shop_20,Shop_20_P0090,Item_90,30200,614,2 days,30 days,Out of Stock,4.3,Free shipping,Yes,3.6/5,India
Shop_20,Shop_20_P0091,Item_91,16769,67,6 days,30 days,In Stock,4.6,Free shipping,Yes,3.3/5,India
Shop_20,Shop_20_P0092,Item_92,16771,239,3 days,14 days,Out of Stock,4.6,None,Yes,4.5/5,India
Shop_20,Shop_20_P0093,Item_93,43133,29,5 days,14 days,In Stock,3.3,None,Yes,3.2/5,India
Shop_20,Shop_20_P0094,Item_94,43017,63,4 days,7 days,Out of Stock,4.4,None,Yes,4.4/5,India
Shop_20,Shop_20_P0095,Item_95,3580,220,6 days,30 days,Out of Stock,3.2,Free shipping,No,4.3/5,India
Shop_20,Shop_20_P0096,Item_96,36828,671,7 days,30 days,Out of Stock,3.1,None,No,3.5/5,India
Shop_20,Shop_20_P0097,Item_97,2317,272,4 days,30 days,In Stock,3.9,None,Yes,4.8/5,India
Shop_20,Shop_20_P0098,Item_98,4651,346,5 days,14 days,Out of Stock,4.7,None,Yes,3.9/5,India
Shop_20,Shop_20_P0099,Item_99,3945,79,4 days,14 days,In Stock,3.2,None,No,4.9/5,India
Shop_20,Shop_20_P0100,Item_100,2915,479,4 days,14 days,In Stock,4.6,10% off,No,3.3/5,India
Shop_21,Shop_21_P0001,Item_1,6324,312,4 days,7 days,In Stock,3.0,10% off,Yes,3.1/5,India
Shop_21,Shop_21_P0002,Item_2,8065,619,5 days,30 days,Out of Stock,3.0,Free shipping,Yes,4.4/5,India
Shop_21,Shop_21_P0003,Item_3,5230,199,4 days,30 days,Out of Stock,4.9,10% off,No,4.4/5,India
Shop_21,Shop_21_P0004,Item_4,45106,357,3 days,7 days,In Stock,3.1,10% off,No,4.9/5,India
Shop_21,Shop_21_P0005,Item_5,40229,441,4 days,30 days,In Stock,4.0,None,No,4.5/5,India
Shop_21,Shop_21_P0006,Item_6,16428,442,2 days,14 days,In Stock,4.6,Free shipping,No,3.7/5,India
Shop_21,Shop_21_P0007,Item_7,2942,381,2 days,7 days,In Stock,3.1,10% off,Yes,4.5/5,India
Shop_21,Shop_21_P0008,Item_8,22586,295,7 days,14 days,Out of Stock,4.3,Free shipping,Yes,4.8/5,India
Shop_21,Shop_21_P0009,Item_9,4458,91,2 days,30 days,Out of Stock,3.8,10% off,Yes,4.5/5,India
Shop_21,Shop_21_P0010,Item_10,23839,212,1 days,14 days,In Stock,3.0,Free shipping,Yes,3.9/5,India
Shop_21,Shop_21_P0011,Item_11,31922,197,7 days,14 days,In Stock,4.0,10% off,No,3.2/5,India
Shop_21,Shop_21_P0012,Item_12,22196,174,1 days,14 days,Out of Stock,4.3,10% off,Yes,4.4/5,India
Shop_21,Shop_21_P0013,Item_13,33717,672,4 days,30 days,Out of Stock,4.8,Free shipping,Yes,3.2/5,India
Shop_21,Shop_21_P0014,Item_14,12915,447,5 days,7 days,In Stock,3.0,10% off,Yes,4.3/5,India
Shop_21,Shop_21_P0015,Item_15,21414,328,6 days,14 days,Out of Stock,4.3,10% off,No,3.2/5,India
Shop_21,Shop_21_P0016,Item_16,20763,342,7 days,30 days,Out of Stock,4.0,Free shipping,Yes,3.4/5,India
Shop_21,Shop_21_P0017,Item_17,35446,64,4 days,30 days,In Stock,3.7,Free shipping,No,4.6/5,India
Shop_21,Shop_21_P0018,Item_18,7315,182,2 days,7 days,In Stock,4.6,Free shipping,Yes,4.7/5,India
Shop_21,Shop_21_P0019,Item_19,1713,222,4 days,7 days,In Stock,4.8,10% off,No,3.3/5,India
Shop_21,Shop_21_P0020,Item_20,24293,42,4 days,14 days,Out of Stock,3.3,Free shipping,Yes,3.8/5,India
Shop_21,Shop_21_P0021,Item_21,11031,244,1 days,7 days,In Stock,3.8,None,No,4.4/5,India
Shop_21,Shop_21_P0022,Item_22,25831,450,3 days,14 days,In Stock,4.0,Free shipping,No,4.1/5,India
Shop_21,Shop_21_P0023,Item_23,10903,668,1 days,14 days,Out of Stock,4.2,10% off,No,4.9/5,India
Shop_21,Shop_21_P0024,Item_24,49528,333,6 days,14 days,In Stock,4.6,Free shipping,No,3.9/5,India
Shop_21,Shop_21_P0025,Item_25,36734,134,1 days,30 days,Out of Stock,3.5,Free shipping,Yes,3.1/5,India
Shop_21,Shop_21_P0026,Item_26,8864,560,2 days,14 days,Out of Stock,4.9,None,No,3.4/5,India
Shop_21,Shop_21_P0027,Item_27,15331,458,7 days,14 days,Out of Stock,4.5,None,Yes,3.8/5,India
Shop_21,Shop_21_P0028,Item_28,24552,285,3 days,14 days,In Stock,4.5,Free shipping,No,3.8/5,India
Shop_21,Shop_21_P0029,Item_29,4438,173,2 days,7 days,Out of Stock,4.7,10% off,No,4.9/5,India
Shop_21,Shop_21_P0030,Item_30,41329,538,5 days,30 days,Out of Stock,3.2,Free shipping,Yes,3.2/5,India
Shop_21,Shop_21_P0031,Item_31,32172,595,3 days,30 days,In Stock,4.6,10% off,No,3.9/5,India
Shop_21,Shop_21_P0032,Item_32,13973,404,4 days,14 days,In Stock,3.8,10% off,Yes,4.5/5,India
Shop_21,Shop_21_P0033,Item_33,1657,508,3 days,30 days,Out of Stock,4.4,None,No,3.3/5,India
Shop_21,Shop_21_P0034,Item_34,33165,578,4 days,30 days,In Stock,4.0,10% off,No,4.1/5,India
Shop_21,Shop_21_P0035,Item_35,18928,31,5 days,14 days,Out of Stock,3.9,Free shipping,Yes,3.0/5,India
Shop_21,Shop_21_P0036,Item_36,18660,84,5 days,14 days,Out of Stock,4.2,Free shipping,No,4.9/5,India
Shop_21,Shop_21_P0037,Item_37,22425,549,3 days,30 days,In Stock,4.4,None,Yes,4.4/5,India
Shop_21,Shop_21_P0038,Item_38,43580,141,5 days,7 days,In Stock,4.1,10% off,No,3.8/5,India
Shop_21,Shop_21_P0039,Item_39,26673,400,7 days,30 days,In Stock,3.8,10% off,Yes,3.8/5,India
Shop_21,Shop_21_P0040,Item_40,29725,140,6 days,30 days,Out of Stock,4.9,None,Yes,4.5/5,India
Shop_21,Shop_21_P0041,Item_41,30657,562,6 days,14 days,In Stock,3.8,Free shipping,Yes,4.5/5,India
Shop_21,Shop_21_P0042,Item_42,22776,65,7 days,7 days,Out of Stock,3.6,None,No,4.7/5,India
Shop_21,Shop_21_P0043,Item_43,17309,283,2 days,14 days,Out of Stock,4.5,10% off,No,3.8/5,India
Shop_21,Shop_21_P0044,Item_44,43227,398,6 days,30 days,In Stock,3.1,None,Yes,3.9/5,India
Shop_21,Shop_21_P0045,Item_45,21338,547,2 days,14 days,In Stock,4.4,None,No,3.6/5,India
Shop_21,Shop_21_P0046,Item_46,33768,119,3 days,7 days,In Stock,4.8,10% off,No,3.1/5,India
Shop_21,Shop_21_P0047,Item_47,29726,619,5 days,14 days,Out of Stock,4.0,Free shipping,No,3.1/5,India
Shop_21,Shop_21_P0048,Item_48,30319,64,5 days,14 days,In Stock,4.9,Free shipping,No,4.2/5,India
Shop_21,Shop_21_P0049,Item_49,27331,628,5 days,30 days,Out of Stock,3.7,10% off,No,3.2/5,India
Shop_21,Shop_21_P0050,Item_50,31866,623,1 days,14 days,Out of Stock,3.9,None,No,3.1/5,India
Shop_21,Shop_21_P0051,Item_51,24354,42,7 days,7 days,Out of Stock,3.1,10% off,Yes,3.6/5,India
Shop_21,Shop_21_P0052,Item_52,22536,23,6 days,30 days,In Stock,3.5,Free shipping,Yes,4.6/5,India
Shop_21,Shop_21_P0053,Item_53,18246,157,2 days,14 days,Out of Stock,3.9,Free shipping,Yes,3.1/5,India
Shop_21,Shop_21_P0054,Item_54,4059,486,5 days,14 days,In Stock,4.6,10% off,Yes,3.9/5,India
Shop_21,Shop_21_P0055,Item_55,41961,488,2 days,7 days,Out of Stock,3.4,Free shipping,Yes,3.6/5,India
Shop_21,Shop_21_P0056,Item_56,23894,560,1 days,7 days,Out of Stock,3.8,10% off,No,4.0/5,India
Shop_21,Shop_21_P0057,Item_57,2766,675,4 days,7 days,In Stock,3.7,Free shipping,Yes,4.9/5,India
Shop_21,Shop_21_P0058,Item_58,49617,304,2 days,14 days,Out of Stock,3.2,Free shipping,Yes,4.0/5,India
Shop_21,Shop_21_P0059,Item_59,49323,170,4 days,14 days,Out of Stock,4.9,10% off,Yes,3.7/5,India
Shop_21,Shop_21_P0060,Item_60,34766,511,1 days,7 days,Out of Stock,4.7,Free shipping,No,4.4/5,India
Shop_21,Shop_21_P0061,Item_61,46718,312,1 days,30 days,In Stock,4.9,None,No,4.7/5,India
Shop_21,Shop_21_P0062,Item_62,32837,490,3 days,14 days,In Stock,3.7,Free shipping,No,4.9/5,India
Shop_21,Shop_21_P0063,Item_63,32247,456,5 days,14 days,In Stock,4.1,10% off,No,4.4/5,India
Shop_21,Shop_21_P0064,Item_64,46365,24,7 days,7 days,In Stock,4.2,Free shipping,No,3.7/5,India
Shop_21,Shop_21_P0065,Item_65,26828,285,4 days,7 days,Out of Stock,3.1,Free shipping,No,4.2/5,India
Shop_21,Shop_21_P0066,Item_66,25915,484,5 days,14 days,Out of Stock,3.7,Free shipping,Yes,4.1/5,India
Shop_21,Shop_21_P0067,Item_67,21080,143,7 days,30 days,In Stock,3.4,10% off,No,4.9/5,India
Shop_21,Shop_21_P0068,Item_68,9920,435,1 days,14 days,Out of Stock,3.5,10% off,Yes,3.7/5,India
Shop_21,Shop_21_P0069,Item_69,1395,566,6 days,14 days,Out of Stock,4.7,Free shipping,No,4.7/5,India
Shop_21,Shop_21_P0070,Item_70,12615,288,3 days,7 days,Out of Stock,3.2,Free shipping,No,3.2/5,India
Shop_21,Shop_21_P0071,Item_71,941,524,7 days,30 days,In Stock,4.5,10% off,Yes,4.4/5,India
Shop_21,Shop_21_P0072,Item_72,18653,389,5 days,7 days,In Stock,3.5,None,No,4.5/5,India
